hobo_id	tstamp	value
10132405	2020-01-03 12:00:00	9.911
10132405	2020-01-03 13:00:00	10.519
10132405	2020-01-03 14:00:00	10.063
10132405	2020-01-03 15:00:00	10.063
10132405	2020-01-03 16:00:00	9.987
10132405	2020-01-03 17:00:00	9.683
10132405	2020-01-03 18:00:00	9.455
10132405	2020-01-03 19:00:00	9.607
10132405	2020-01-03 20:00:00	9.607
10132405	2020-01-03 21:00:00	9.607
10132405	2020-01-03 22:00:00	9.835
10132405	2020-01-03 23:00:00	9.759
10132405	2020-01-04 00:00:00	9.455
10132405	2020-01-04 01:00:00	9.607
10132405	2020-01-04 02:00:00	9.531
10132405	2020-01-04 03:00:00	9.531
10132405	2020-01-04 04:00:00	8.999
10132405	2020-01-04 05:00:00	8.847
10132405	2020-01-04 06:00:00	7.707
10132405	2020-01-04 07:00:00	7.479
10132405	2020-01-04 08:00:00	7.099
10132405	2020-01-04 09:00:00	7.099
10132405	2020-01-04 10:00:00	7.251
10132405	2020-01-04 11:00:00	7.327
10132405	2020-01-04 12:00:00	7.859
10132405	2020-01-04 13:00:00	7.935
10132405	2020-01-04 14:00:00	8.543
10132405	2020-01-04 15:00:00	8.315
10132405	2020-01-04 16:00:00	7.859
10132405	2020-01-04 17:00:00	7.023
10132405	2020-01-04 18:00:00	6.795
10132405	2020-01-04 19:00:00	6.643
10132405	2020-01-04 20:00:00	6.567
10132405	2020-01-04 21:00:00	6.643
10132405	2020-01-04 22:00:00	6.643
10132405	2020-01-04 23:00:00	6.414
10132405	2020-01-05 00:00:00	6.338
10132405	2020-01-05 01:00:00	5.806
10132405	2020-01-05 02:00:00	5.958
10132405	2020-01-05 03:00:00	5.654
10132405	2020-01-05 04:00:00	4.97
10132405	2020-01-05 05:00:00	5.122
10132405	2020-01-05 06:00:00	4.666
10132405	2020-01-05 07:00:00	4.894
10132405	2020-01-05 08:00:00	4.666
10132405	2020-01-05 09:00:00	5.426
10132405	2020-01-05 10:00:00	6.034
10132405	2020-01-05 11:00:00	6.795
10132405	2020-01-05 12:00:00	9.649
10132405	2020-01-05 13:00:00	9.452
10132405	2020-01-05 14:00:00	9.125
10132405	2020-01-05 15:00:00	8.239
10132405	2020-01-05 16:00:00	7.815
10132405	2020-01-05 17:00:00	5.361
10132405	2020-01-05 18:00:00	4.049
10132405	2020-01-05 19:00:00	5.502
10132405	2020-01-05 20:00:00	5.046
10132405	2020-01-05 21:00:00	4.59
10132405	2020-01-05 22:00:00	4.286
10132405	2020-01-05 23:00:00	4.058
10132405	2020-01-06 00:00:00	3.982
10132405	2020-01-06 01:00:00	3.374
10132405	2020-01-06 02:00:00	3.374
10132405	2020-01-06 03:00:00	3.222
10132405	2020-01-06 04:00:00	2.918
10132405	2020-01-06 05:00:00	2.69
10132405	2020-01-06 06:00:00	2.842
10132405	2020-01-06 07:00:00	2.462
10132405	2020-01-06 08:00:00	2.842
10132405	2020-01-06 09:00:00	3.07
10132405	2020-01-06 10:00:00	3.906
10132405	2020-01-06 11:00:00	5.578
10132405	2020-01-06 12:00:00	7.099
10132405	2020-01-06 13:00:00	15.011
10132405	2020-01-06 14:00:00	6.491
10132405	2020-01-06 15:00:00	6.719
10132405	2020-01-06 16:00:00	6.262
10132405	2020-01-06 17:00:00	5.274
10132405	2020-01-06 18:00:00	18.679
10132405	2020-01-06 19:00:00	19.012
10132405	2020-01-06 20:00:00	7.403
10132405	2020-01-06 21:00:00	9.911
10132405	2020-01-06 22:00:00	9.911
10132405	2020-01-06 23:00:00	9.683
10234636	2019-12-14 00:00:00	4.913
10234636	2019-12-14 01:00:00	5.208
10234636	2019-12-14 02:00:00	4.738
10234636	2019-12-14 03:00:00	5.006
10234636	2019-12-14 04:00:00	6.563
10234636	2019-12-14 05:00:00	8.066
10234636	2019-12-14 06:00:00	8.213
10234636	2019-12-14 07:00:00	8.314
10234636	2019-12-14 08:00:00	8.37
10234636	2019-12-14 09:00:00	7.42
10234636	2019-12-14 10:00:00	7.494
10234636	2019-12-14 11:00:00	7.743
10234636	2019-12-14 12:00:00	7.273
10234636	2019-12-14 13:00:00	8.01
10234636	2019-12-14 14:00:00	8.167
10234636	2019-12-14 15:00:00	9.043
10234636	2019-12-14 16:00:00	8.886
10234636	2019-12-14 17:00:00	9.199
10234636	2019-12-14 18:00:00	9.199
10234636	2019-12-14 19:00:00	9.356
10234636	2019-12-14 20:00:00	9.457
10234636	2019-12-14 21:00:00	9.789
10234636	2019-12-14 22:00:00	10.361
10234636	2019-12-14 23:00:00	10.453
10234636	2019-12-15 00:00:00	9.125
10234636	2019-12-15 01:00:00	8.296
10234636	2019-12-15 02:00:00	9.863
10234636	2019-12-15 03:00:00	11.015
10234636	2019-12-15 04:00:00	11.549
10234636	2019-12-15 05:00:00	11.89
10234636	2019-12-15 06:00:00	12.084
10234636	2019-12-15 07:00:00	12.324
10234636	2019-12-15 08:00:00	12.655
10234636	2019-12-15 09:00:00	12.831
10234636	2019-12-15 10:00:00	12.711
10234636	2019-12-15 11:00:00	12.471
10234636	2019-12-15 12:00:00	12.397
10234636	2019-12-15 13:00:00	12.001
10234636	2019-12-15 14:00:00	11.356
10234636	2019-12-15 15:00:00	11.024
10234636	2019-12-15 16:00:00	10.563
10234636	2019-12-15 17:00:00	9.623
10234636	2019-12-15 18:00:00	8.692
10234636	2019-12-15 19:00:00	8.268
10234636	2019-12-15 20:00:00	8.609
10234636	2019-12-15 21:00:00	8.453
10234636	2019-12-15 22:00:00	7.844
10234636	2019-12-15 23:00:00	7.448
10234636	2019-12-16 00:00:00	7.153
10234636	2019-12-16 01:00:00	7.227
10234636	2019-12-16 02:00:00	7.384
10234636	2019-12-16 03:00:00	10.572
10234636	2019-12-16 04:00:00	9.909
10234636	2019-12-16 05:00:00	6.904
10234636	2019-12-16 06:00:00	9.098
10234636	2019-12-16 07:00:00	8.831
10234636	2019-12-16 08:00:00	9.457
10234636	2019-12-16 09:00:00	7.577
10234636	2019-12-16 10:00:00	8.996
10234636	2019-12-16 11:00:00	10.195
10234636	2019-12-16 12:00:00	10.665
10234636	2019-12-16 13:00:00	10.996
10234636	2019-12-16 14:00:00	10.646
10234636	2019-12-16 15:00:00	10.508
